time_sent,temp,internal_resistance,p,innovation,time_recv,current,dt,cooling_power
1757666608.091333,296.194,0.02479089728276574,1.0288365252896956e-08,2706.321166308962,1757666608.3711734,-28.61,1.2947516441345215,1500.0
1757666609.409594,296.269,0.02624332996821037,1.0308835107328705e-08,3776.3497969179084,1757666609.6262746,-6.11,1.3182611465454102,1500.0
1757666612.7156613,296.382,0.031648985814436065,1.0325930281708099e-08,2865.716807151138,1757666612.9829717,13.52,3.3060672283172607,1500.0
1757666614.0200615,296.42,0.04642715225893209,1.0315489667171373e-08,2652.3366863321085,1757666614.2542253,23.240000000000002,1.3044002056121826,1500.0
1757666615.2911437,296.501,0.1062905874737384,1.0105011575929849e-08,3982.0332457985505,1757666615.5773168,38.57,1.2710821628570557,1500.0
1757666616.614118,296.547,0.20509924664025458,7.70907325393195e-09,2303.743915974798,1757666616.8926888,74.59,1.322974443435669,1500.0
1757666617.931135,296.592,0.2624991818053683,6.7970589538701566e-09,2009.2437303851916,1757666618.2631605,64.83,1.317016839981079,1500.0
1757666619.298701,296.683,0.26592372635145956,6.8099938165205214e-09,4132.390010613431,1757666619.5735614,11.03,1.3675661087036133,1500.0
1757666620.6099873,296.723,0.29261106172133505,6.680438942056345e-09,2254.2218700596945,1757666620.8716211,42.1,1.311286211013794,1500.0
1757666621.9074667,296.77,0.33348405622671695,5.54183942166737e-09,1323.5311777924426,1757666622.163696,74.65,1.2974793910980225,1500.0
1757666623.1998107,296.815,0.3281375419833771,5.026813897725105e-09,1627.9210508615593,1757666623.4714823,65.89,1.292344093322754,1500.0
1757666624.5077372,296.896,0.3316867635938005,5.036069823929714e-09,3922.2105393994107,1757666624.770889,13.4,1.3079264163970947,1500.0
1757666625.8073282,296.935,0.3417083969582526,5.029182732185654e-09,2435.3913194497704,1757666626.05734,28.6,1.299591064453125,1500.0
1757666627.0944002,296.973,0.3517237339879421,5.0218511788192645e-09,2404.0707053603355,1757666627.3158572,28.8,1.287071943283081,1500.0
1757666629.3769107,297.086,0.35261203474752867,5.0318488351930425e-09,3467.704663386202,1757666629.6593924,-7.15,2.28251051902771,1500.0
1757666630.6962194,297.123,0.35335784461051983,5.0418505383307415e-09,2609.027815365003,1757666630.9337347,-7.54,1.3193087577819824,1500.0
1757666631.9706285,297.161,0.35694830830959146,5.050054263288049e-09,2603.596147013361,1757666632.2452922,16.52,1.2744090557098389,1500.0
