time_sent,temp,internal_resistance,p,innovation,time_recv,current,dt,cooling_power
1757666455.083565,296.85699999999997,0.06450377154772753,7.70565674095912e-09,3389.4065809564527,1757666455.3315873,48.92,6.55914044380188,1500.0
1757666456.3709853,296.896,0.06825105290560009,7.719177310793883e-09,2706.2790525618093,1757666456.6089537,13.4,1.2874202728271484,1500.0
1757666457.6475074,296.935,0.08507108258208079,7.694826404214392e-09,2672.5328377281976,1757666457.93862,28.6,1.276522159576416,1500.0
1757666458.9743056,296.973,0.10149292274281767,7.66956427672772e-09,2581.6346584346325,1757666459.217202,28.8,1.3267982006072998,1500.0
1757666461.279817,297.086,0.1028496168937566,7.684779798887606e-09,3460.7724190426657,1757666461.559143,-7.15,2.305511474609375,1500.0
1757666462.5957525,297.123,0.10399959199208848,7.699988523536768e-09,2626.0981895177733,1757666462.8799,-7.54,1.3159353733062744,1500.0
1757666463.9163747,297.161,0.10953455081866396,7.710988280622497e-09,2629.978816866854,1757666464.1740487,16.52,1.320622205734253,1500.0
1757666465.2100253,297.242,0.19458748140252682,7.13962315619609e-09,3652.690786018924,1757666465.468522,57.11,1.2936506271362305,1500.0
1757666466.5053945,297.283,0.22904015253259116,6.9350569995042174e-09,2365.0558436490924,1757666466.7813635,45.83,1.2953691482543945,1500.0
1757666467.816865,297.322,0.2423153096951466,6.921167636418594e-09,2523.4328989768155,1757666468.116104,27.57,1.3114705085754395,1500.0
1757666469.1532457,297.399,0.24712890849044028,6.933407233903534e-09,3766.5185296753275,1757666469.4444094,13.57,1.3363807201385498,1500.0
1757666470.4809978,297.436,0.24763866144134103,6.947264040985068e-09,2616.3971554036925,1757666470.7962096,5.29,1.3277521133422852,1500.0
1757666474.9019597,297.586,0.2486411757955828,6.961063275771652e-09,2853.107021880372,1757666475.211332,-7.1000000000000005,4.420961856842041,1500.0
1757666476.246251,297.661,0.25910116199045596,6.966728755558492e-09,3636.667689520118,1757666476.549006,-20.32,1.3442914485931396,1500.0
1757666477.5888772,297.7,0.2708348639273573,6.95852651228721e-09,2496.595669138806,1757666477.8409822,-25.990000000000002,1.3426260948181152,1500.0
1757666478.8787317,297.738,0.27437510229602907,6.970662325207816e-09,2636.0293109212876,1757666479.1973941,-13.89,1.2898545265197754,1500.0
1757666480.2323356,297.814,0.29943195330354694,6.932061342886059e-09,3468.263969558916,1757666480.549406,32.28,1.3536038398742676,1500.0
1757666481.5845258,297.854,0.32542721767051036,6.798590306266208e-09,2164.657646020075,1757666481.8064044,42.03,1.3521902561187744,1500.0
1757666482.8415327,297.896,0.360648412820807,6.459220263322331e-09,1925.0408282306785,1757666483.1376007,53.22,1.2570068836212158,1500.0
1757666484.1729593,297.976,0.3999938349619022,6.318607084302406e-09,3213.3295150465938,1757666484.7107792,44.02,1.3314266204833984,1500.0
1757666486.7699044,298.054,0.41900995865837737,6.251652424327948e-09,2145.132451352017,1757666487.0712078,37.660000000000004,2.59694504737854,1500.0
1757666489.1311882,298.169,0.419694012659929,6.264141362015382e-09,3444.972824379993,1757666489.4016397,-5.63,2.361283779144287,1500.0
1757666490.436661,298.206,0.42082684732330683,6.276505977482722e-09,2616.6012482370825,1757666490.6926303,-8.32,1.3054728507995605,1500.0
1757666491.7276192,298.244,0.4260399051102112,6.284916353607777e-09,2552.8232003788885,1757666492.0387228,-18.02,1.2909581661224365,1500.0
1757666497.1669967,298.468,0.4311515083627251,6.294692420903137e-09,3045.104438240951,1757666497.9713833,16.330000000000002,5.439377546310425,1500.0
1757666499.0054922,298.505,0.4302826438395597,6.303543923251511e-09,2187.7244163975306,1757666499.2770877,17.54,1.8384954929351807,1500.0
1757666502.3579144,298.655,0.43099058402394164,6.3161295530166095e-09,3287.400958292563,1757666502.5756247,-5.8500000000000005,3.3524222373962402,1500.0
1757666505.6544013,298.766,0.431502118814519,6.328754801596755e-09,2848.3807598243448,1757666505.9521945,5.33,3.2964868545532227,1500.0
1757666506.9863591,298.804,0.4314662293704807,6.341405221916493e-09,2643.4813585070287,1757666507.2526336,5.33,1.3319578170776367,1500.0
1757666508.2886298,298.878,0.43215118138166014,6.354080863903191e-09,3773.5978308211584,1757666508.573765,5.33,1.3022706508636475,1500.0
1757666509.6085527,298.915,0.4326246236634657,6.366781777582206e-09,2624.067512876203,1757666509.8515425,5.33,1.319922924041748,1500.0
1757666510.8877993,298.952,0.4331020503976455,6.37950801307708e-09,2659.8113818857955,1757666511.1650357,5.33,1.2792465686798096,1500.0
1757666512.200366,298.952,0.4328932840329702,6.392259620609721e-09,1504.892350377652,1757666512.4818394,5.33,1.3125667572021484,1500.0
1757666513.5174785,298.952,0.432893830280849,6.405036650500597e-09,1504.892350377652,1757666513.8164115,5.33,1.3171124458312988,1500.0
1757666514.8536375,298.952,0.43289437761774846,6.4178391531689215e-09,1504.892350377652,1757666515.1283016,5.33,1.3361589908599854,1500.0
1757666516.1647522,298.952,0.4328949260458284,6.4306671791328475e-09,1504.892350377652,1757666516.4702315,5.33,1.31111478805542,1500.0
