time_sent,temp,internal_resistance,p,innovation,time_recv,current,dt,cooling_power
1757678882.2998753,296.197,0.006473505443841334,8.62687389794745e-09,2589.891919370421,1757678882.5985963,-14.15,1.3983538150787354,1500.0
1757678883.6361203,296.236,0.02140390627900996,8.612683137410668e-09,2666.5798368862247,1757678883.9951012,-25.5,1.336245059967041,1500.0
1757678885.0336907,296.313,0.023038938109509893,8.629747293142142e-09,3704.5753346864367,1757678885.3204916,-7.16,1.3975703716278076,1500.0
1757678886.3585906,296.351,0.023691092420004504,8.646981030951204e-09,2650.4750172532476,1757678886.7092927,5.33,1.3248999118804932,1500.0
1757678887.746694,296.388,0.02432251003093154,8.664249064049611e-09,2569.6979093814307,1757678888.0529783,5.33,1.3881034851074219,1500.0
1757678889.0898962,296.463,0.025241234451779924,8.681551460202541e-09,3735.2391177144773,1757678889.4335132,5.33,1.3432021141052246,1500.0
1757678890.4705136,296.501,0.02588372305301972,8.69888828730714e-09,2604.8390308915796,1757678890.7930102,5.33,1.380617380142212,1500.0
1757678891.8305676,296.538,0.02588189373346946,8.716259613392769e-09,2592.2600126020743,1757678892.1544974,5.33,1.3600540161132812,1500.0
1757678893.1915987,296.613,0.026799667722047865,8.733665506621261e-09,3706.636272580578,1757678893.5125377,5.33,1.3610310554504395,1500.0
1757678894.553519,296.65,0.027498458924998987,8.751095181476052e-09,2591.149658290367,1757678894.8523457,5.55,1.3619203567504883,1500.0
1757678895.8884964,296.728,0.09757562252116164,8.410300312074672e-09,3779.9344418384226,1757678896.1920357,46.95,1.334977388381958,1500.0
1757678897.226834,296.769,0.15961573136355808,7.69807132569201e-09,2403.8250052795925,1757678897.5926085,57.9,1.3383376598358154,1500.0
1757678898.628879,296.809,0.18386859685916376,7.613319018226092e-09,2438.575962574189,1757678898.933426,36.14,1.4020450115203857,1500.0
1757678899.971674,296.896,0.2843015092377605,6.470880944494171e-09,3204.888366528857,1757678900.308533,69.59,1.3427948951721191,1500.0
1757678901.3452363,296.953,0.2571846887309068,2.9691525264833654e-09,-675.8820048574335,1757678901.652809,116.24000000000001,1.3735623359680176,1500.0
1757678902.6897593,297.013,0.25366691555887344,1.9470686531308823e-09,-135.43945073441728,1757678903.0489318,115.42,1.3445229530334473,1500.0
1757678904.084597,297.109,0.26313865049597357,1.9451906255652292e-09,3944.2970866546443,1757678904.3567393,35.13,1.3948378562927246,1500.0
1757678905.392221,297.148,0.2669190997356247,1.9467929429315206e-09,2495.580375984937,1757678905.7382934,27.89,1.3076238632202148,1500.0
1757678906.776772,297.192,0.27572721494223285,1.901808367898273e-09,1823.2607881034692,1757678907.0632946,60.25,1.3845510482788086,1500.0
1757678908.0988271,297.26800000000003,0.27594178593337954,1.9056164963935343e-09,3797.2315214539167,1757678908.4773235,5.41,1.3220551013946533,1500.0
1757678909.5150244,297.312,0.28829215713453776,1.847058225438274e-09,1590.1652584962403,1757678909.813208,64.85,1.4161972999572754,1500.0
1757678910.8491535,297.352,0.28006659886761404,1.8479336568945597e-09,2456.5818920854736,1757678911.1924613,30.150000000000002,1.3341290950775146,1500.0
1757678912.2293956,297.439,0.29738973631267507,1.8217458871257196e-09,3193.778218832886,1757678912.5328946,54.56,1.380242109298706,1500.0
1757678913.568082,297.48199999999997,0.3083200478308012,1.7858944969921787e-09,1758.175565656587,1757678913.822598,59.0,1.338686466217041,1500.0
1757678914.8608067,297.535,0.30188735108310066,1.538082484257041e-09,305.9530448180749,1757678915.2990782,97.76,1.292724609375,1500.0
1757678919.4095488,297.726,0.3022450162105312,1.54115223938405e-09,3165.95385077231,1757678919.7010653,-8.53,4.548742055892944,1500.0
1757678920.7355042,297.763,0.30296104824210796,1.5441642962632944e-09,2572.1324803250136,1757678921.111393,-13.38,1.3259553909301758,1500.0
1757678922.1476028,297.846,0.31127778058977273,1.5411604066135183e-09,3374.8681368840253,1757678922.4393475,-39.99,1.4120986461639404,1500.0
1757678923.4754748,297.884,0.3129543306634134,1.5438077958073652e-09,2521.3346783643224,1757678923.8443103,-20.740000000000002,1.3278720378875732,1500.0
1757678924.879682,297.962,0.32376434014851635,1.5337415941598847e-09,2993.8307678152314,1757678925.232549,48.53,1.4042072296142578,1500.0
1757678926.2712235,298.007,0.33278745946731925,1.4897908124631445e-09,1337.0635232926688,1757678926.6320376,67.32000000000001,1.3915414810180664,1500.0
1757678927.6665199,298.053,0.3403907169488997,1.4242068046769745e-09,939.7227126494927,1757678928.0066717,75.36,1.395296335220337,1500.0
1757678929.0425951,298.155,0.36020774582302867,1.3543749985844085e-09,2386.057349417781,1757678929.3707917,78.31,1.376075267791748,1500.0
1757678930.405484,298.204,0.36393834395399166,1.2717732082102612e-09,416.9655409366933,1757678930.7107518,83.85000000000001,1.3628888130187988,1500.0
1757678931.7446215,298.247,0.3700206149903715,1.263412819635414e-09,1848.9336135504493,1757678932.0324202,51.02,1.3391375541687012,1500.0
1757678934.0936842,298.36,0.370728523142037,1.2659006050719958e-09,3373.82619930552,1757678934.4116416,-12.88,2.34906268119812,1500.0
1757678935.4471135,298.397,0.3708437415981154,1.2684355567331824e-09,2593.5598008783572,1757678935.8213172,5.88,1.3534293174743652,1500.0
1757678936.858648,298.435,0.37172870814135955,1.2708142722315704e-09,2472.030473951364,1757678937.1615753,17.830000000000002,1.4115345478057861,1500.0
1757678938.1992924,298.512,0.37262098602915894,1.273304209942181e-09,3739.0952151918386,1757678938.532686,13.68,1.340644359588623,1500.0
1757678940.5926142,298.587,0.37369978404181364,1.2756895741251194e-09,2647.6274166420585,1757678940.93923,17.88,2.3933217525482178,1500.0
1757678942.9959433,298.704,0.3836121006643022,1.2505621259511313e-09,1904.6112642234496,1757678943.3508673,64.51,2.4033291339874268,1500.0
1757678944.3848581,298.746,0.38889462179301004,1.24474008646827e-09,1837.32925870427,1757678944.6520758,48.07,1.3889148235321045,1500.0
1757678945.6873477,298.791,0.3948926933319723,1.2125549661456369e-09,1033.790490550908,1757678946.0125587,69.2,1.3024895191192627,1500.0
1757678947.0468338,298.884,0.4059977406284356,1.2015965685437052e-09,3052.5868227133196,1757678947.342345,55.03,1.3594861030578613,1500.0
1757678948.3787024,298.923,0.40676841084800686,1.2039162841108251e-09,2586.097107587432,1757678948.6584556,15.71,1.3318686485290527,1500.0
1757678949.6936224,298.96,0.4072422112820278,1.2062954174988688e-09,2579.058928137528,1757678950.0708551,-12.32,1.3149199485778809,1500.0
1757678951.1053216,299.037,0.40847124559115716,1.208594521570355e-09,3579.5950751499445,1757678951.373686,-16.87,1.4116992950439453,1500.0
1757678952.4087753,299.075,0.40916570320193096,1.2109444683193324e-09,2591.2563479288187,1757678952.8433595,-14.89,1.3034536838531494,1500.0
1757678953.88051,299.112,0.40869616472011483,1.2133629684325637e-09,2491.1616424310437,1757678954.2888474,-8.65,1.4717347621917725,1500.0
